id,text_final,target_category,prioridade
8382,servico wi fi o servico de internet no escritorio parecer lento durante o horario comercial os funcionarios estao relatar tempo desperdicar devido a problemas na conexao,Infraestrutura,Baixa
8383,problemas de conexao descricao da situacao onde o usuario enfrentar problemas intermitentes ao tentar se conectar a internet apesar do sinal estar funcionando normalmente,Acesso,Media
8384,problemas de conexao lenta a internet esta operar mas o desempenho e muito lento quando tentar jogar videos onlinar ou baixar arquivos,Rede,Baixa
8385,som barulhento o som da unidade de disco riger e altamente desagradavel e incomum ter que resolver isso para garantir um ambiente confortavel,Hardware,Media
8386,aumento de temperatura no data center o sistema esta operar normalmente mas ha um aumento notavel da temperatura nos paineis dentro do centro de dados sem alteracoes recentes nas configuracoes ou hardware,Infraestrutura,Baixa
8387,conexao de rede fraca o usuario relatar que her uma conexao de internet muito lenta afetar o acesso ao trabalho,Acesso,Media
8388,recuperacao de senha falhar o cliente solicitar ajuda na recuperacao da sua senha atraves do e mail mas as informacoes nao foram receber no seu inbox,Acesso,Media
8389,disponibilidade da ferramenta onlinar quando tentar acessar o formulario de requisicoes na nossa plataforma receber erro 403 forbidden acessar com as credenciais corretas e nao ver este problema antes poder ser um bug temporario por favor respondar prontamente,Comunicação,Alta
8390,computador resfriar excessivamente o computador esta funcionando mas o ventilador do cooler interno fazer barulho alto e parecer estar superaquecer nao ter certeza se dever ser substituir ou nao,Hardware,Media
8391,lampar led desligar aleatoriamente a lampada que iluminar o quarto esta parando e recomecar sem motivo aparente isso acontecer varias vezes ao dia causar confusao durante a noite,Hardware,Media
8392,som sem microfone desde o ultimo upgrade do sistema operacional nao consigo capturar som no meu laptop o hardware parecer estar funcionando corretamente,Hardware,Media
8393,wi fi esta lento a velocidade da internet wi fi e abaixo do esperar levar tempo excessivo para carregar paginas e fazer uploads,Rede,Baixa
8394,problemas de conexao wifi o usuario reporta dificuldade constante na conexao a rede sem fio em casa apesar da configuracao parecer correta,Acesso,Baixa
8395,ligacao mudar continuamente ter problemas constantes de ligacoes esquecir quando tentar fazer chamadas via internet acontecer mesmo que o numero e correto e a conexao parecer adequada,Comunicação,Media
8396,falha no monitor sempre o meu computador funcionar mas hoje nao conseguir visualizar nada na tela ja verifiquei se a conexao lan e funcional,Hardware,Baixa
8397,som barulhento ao iniciar o computador tocar um zumbido forte e continuar quando e ligar que parecer originar se de dentro da carcaca ajustes na altura do gabinete nao alterar a situacao,Hardware,Baixa
8398,problemas de conexao wi fi funcionario relatar ter dificuldade na ligacao do seu dispositivo a rede sem fio da empresa apo tentar configurar as configuracoes basicas o problema persistir,Acesso,Baixa
8399,problemas de conectividade wi fi apos recentemente atualizar o roteador tenho notar uma diminuicao na velocidade e frequencia da perda do sinal estou usar a mesma rede ha anos sem problemas anteriores,Rede,Media
8400,painel de monitoramento inexistente apo atualizacao do sistema nao esta visivel o painel principal que monitor a temperatura dos servidores precisar restaurar isso para garantir operacao normal,Infraestrutura,Media
8401,problemas de rede a internet na area do escritorio esta instavel causar interrupcoes no trafego da empresa,Infraestrutura,Baixa
8402,roteamento de dns erratico desde o passar da semana ter dificuldades intermitentes na navegacao web os sites nao carregar corretamente e as vezes mostrar erros de nao encontrar isso esta afetar a produtividade do trabalho,Rede,Media
8403,problemas de navegabilidade no site o usuario relatar que esta ter dificuldades na visualizacao dos itens em um determinar departamento da nossa plataforma alegar uma possivel alteracao recente nas configuracoes ou design,Acesso,Baixa
8404,monitor led brilhar mas nenhum sinal meu monitor esta ligado e aparecer claramente na tela no entanto o computador nao responder quando pressiono os botoes de energia,Hardware,Media
8405,problemas de conectividade lan funcionarios relatar problemas intermitentes na rede local que afetar o trabalho diario mas nao estao atender chamado ou acessar recursos,Acesso,Baixa
8406,reconexaor frequente wi fi o meu tablet reencontra o sinal do wi fi infrequentemente causar interrupcoes no uso da internet,Rede,Baixa
8407,radio fm nao funcionar o meu radio de parede que funcionar normalmente ontem agora nada escutar testei em outro dispositivo e confirmamos que a transmissao esta ativa,Hardware,Baixa
8408,banco d agua travar funcionalidades do sistema para gerenciamento da banca d agua no ambiente agricola estao lentas causar atrasos na monitorizacao de niveis,Banco de Dados,Baixa
8409,luz led piscar irregular a lampada de iluminacao no quarto pisca mais frequentemente do que o normal e tambem e muito fraca em comparacao com a anterior,Hardware,Baixa
8410,limite de velocidade wi fi ha uma reducao na taxa maxima de transferencia durante o uso intensivo o problema e intermitente mas acontecer frequentemente,Rede,Baixa
8411,incapacidade de conectar reparos recentes na rede interna causar problemas serios ao tentar acessar o banco de dados para fins administrativos sempre antes da ultima atualizacao tudo funcionar perfeitamente,Banco de Dados,Baixa
8412,problemas de login a equipe esta encontrar dificuldades intermitentes ao tentar entrar no sistema ver navegador apesar da senha ter sido recuperar corretamente,Acesso,Media
8413,troca de pacote lan a conexao da internet e intermitente e ocorrer perda de dados ao transferir arquivos grandes,Rede,Media
8414,roteador sem energia o roteador conectar a internet parar de funcionar atencao ele nao responde nem emite sinal,Rede,Media
8415,ha algum problema de login a equipe esta tentar entrar no sistema mas encontrar um erro de autenticacao ter certeza que inserir o email e a senha corretos haver problemas recentes com esse processo,Acesso,Media
8416,perfil de usuario inativo funcionaria relatar que seu perfil no sistema esta ativado mas ela nao conseguir acesso lo aparentar ter uma senha corrompida ou problema com o banco de dados,Acesso,Baixa
8417,problemas de conexao wifi funcionario relatar problemas intermitentes ao se conectar a rede sem fio em casa o que afetar a capacidade de trabalhar remotamente,Acesso,Media
8418,roteador sem sinal o roteador da residencia nao esta fornecer sinais wi fi impedir o uso de internet nas redes moveis,Rede,Alta
8419,som desfavoravel do monitor ola esperar que estejam bem estou tentar resolver um problema de hardware e preciso saber se voce poder me ajudar com o seguinte quando tentar ligar minha maquina desktopr hoje pela manha percebi que a qualidade do som esta muito ruim e como se estivesse ouvir por uma fita magnetizar isso nao estava acontecer ontem a noite agradeco desde ja e aguardo sua resposta,Hardware,Media
8420,computador sem fornecimento eletrico o computador esta conectar a tomar mas nao liga tentar verificar se a luz de alimentacao do adaptador estao ligar e nada acontecer,Hardware,Baixa
8421,acesso a internet instavel o meu provedor de internet apresentar tempos intermitentes o que dificultar trabalhos online e conferencias,Rede,Media
8422,computador esta lento o computador de trabalho do usuario apresentar desempenho reduzir ao abrir aplicativos e navegar na internet ocorrer um recente update no sistema operacional mas as condicoes persistir mesmo apos reiniciar,Hardware,Baixa
8423,suspeita contato automatico recebi mensagens repetir de uma pessoa que nao sou gostar de desativa las,Comunicação,Baixa
8424,painel lcd nao funcionar o painel do monitor da minha laptop exibir uma tela azul e invisivel mas o computador esta ligar nao conseguir acessar nenhum aplicativo ou sistema operacional,Hardware,Baixa
8425,som barulhento ao ligar computador a cada vez que tentar iniciar o computador ha um som estridente anormal nao consigo determinar a origem do problema,Hardware,Media
8426,problemas de login no novo sistema a equipe tecnica precisar resolver que alguns funcionarios estao ter dificuldades para acessar o novo sistema gerencial apos treinamento eles conseguir instala lo mas nao entender por onde comecar com os login,Acesso,Baixa
8427,som barulhento apos atualizacao do sistema operacional apos instalar as ultimas atualizacoes no meu pc percebi um som alto e persistente ajustei o volume mas nao resolver alguem poder ajudar,Hardware,Media
8428,requerimento de senha usuario informar que nao conseguir recuperar sua senha e precisar redefinir mas esta relutante em fornecer as credenciais do perfil associar,Acesso,Baixa
8429,rede lenta a internet esta muito mais lenta do que o esperar afetar atividades como streaming e downloads,Rede,Baixa
8430,conexao de internet intermitente o usuario relatar ter problemas esporadicos com sua conexao a internet onde a velocidade se reduzir significativamente e o trafego esta constantemente lento,Rede,Baixa
8431,problemas de conexao wi fi cliente relatar que nao conseguir se conectar ao seu roteador sem fio ter certeza das configuracoes corretas e ja limpeu o cache do navegador,Acesso,Baixa
8432,roteador de internet nao reconhecer dispositivos os computadores da casa estao conectar ao roteador mas sem receber acesso a internet o problema e intermitente e ocorrer desde que os aparelhos sao reiniciar,Rede,Media
8433,email nao conseguir enviar arquivo eu tentar mandar uma mensagem de e mail com um arquivo docx mas ele parecer estar sendo rejeitar devido a restricoes da conta isso acontecer so para este documento especifico,Comunicação,Media
8434,nao conseguir entrar no sistema o usuario informar que esta tentar usar o endereco de trabalho e nao conseguir acessar as ferramentas necessarias para concluir sua tarefa ele mencionar ter seguir os passos da documentacao mas sem sucesso,Acesso,Media
8435,email naoer alcancar o destinatario ocorrer uma falha no envio de e mail onde ele e reter sem ser entregar ao endereco especificar,Comunicação,Baixa
8436,risos do teclado o meu teclado nao respondar aos botoes algumas letras estao escuras ou clarinhas e os caracteres especiais nem sempre aparecer corretamente,Hardware,Media
8437,problemas na impressao via web ter dificuldade de imprimir documentos pela internet ocorrer uma pausa intermitente e apos o carregamento completo da imagem do papel a tela voltar para meu trabalho anterior,Comunicação,Baixa
8438,lancador automatico nao funcionar o programa de lancar aplicativos do computador por exemplo o windows explorer esta travar recordemo que a atualizacao foi fazer recentemente,Hardware,Baixa
8439,computador sem som o computador esta ligar normalmente mas nao ha nenhum som verificar se o alto falante esta conectado corretamente e que a saida de audio estiver definida na configuracao do sistema,Hardware,Baixa
8440,aplicativo nao abrir desde o ultimo atualizacao o aplicativo safestore trar quando tentar iniciar lo ocorrer antes de uma alteracao na versao,Comunicação,Baixa
8441,problemas de autenticacao no portal o usuario afirmar ter tentar varias vezes mas nao conseguir verificar suas credenciais e acessar o site do portal,Acesso,Media
8442,problemas de login na plataforma funcionario expressar dificuldade no processamento do login apesar de ter seguir o procedimento padrao para recuperacao da senha,Acesso,Media
8443,motorola z3 ultimatel nao exibir tela meu motorola z3 ultimel esta funcionando mas sempre que o encerro ele ficar com a tela parar nao consigo entrar em configuracao para tentar solucionar,Hardware,Baixa
8444,painel grafico sobreaquecimento o painel de exibicao esta apresentar altos niveis de temperatura ajustei o ventilador e tentar operar no modo lento para ver se melhorar a situacao mas ainda estou preocupado com possiveis danos,Hardware,Media
8445,caminhar no site site da empresa nao carregar corretamente na versao movel ocorrer desempenho lento e erros de acessibilidade,Comunicação,Media
8446,problemas de rede somente o departamento it poder conectar a internet enquanto os outros departamentos estao em um mau desempenho,Infraestrutura,Media
8447,sombra de rede ho uma perda intermitente do sinal wi fi na quarta feira durante as ultimas duas semanas o problema parecer ocorrer principalmente quando a cozinha e utilizar,Rede,Baixa
8448,mouse sem resposta o mouse nao esta responder ao clique ajustes no controlador parecer ter sido corretos anteriormente mas agora o problema reaparecer,Hardware,Baixa
8449,problemas de conexao wi fi cliente reportar que ter dificuldade na ligacao ao servico de internet da sua empresa apesar de ja tentar reiniciar o roteador reivindicar suporte para resolver este problema,Acesso,Baixa
8450,dificuldade de conexao wifi funcionario relatar que esta experimentar dificuldades intermitentes na conexao ao seu roteador sem fio apesar da rede parecer disponivel para outros dispositivos,Acesso,Baixa
8451,ventilador nao responder o ventilador no computador esta quase parar mas o sistema ainda funcionar ha um barulho estranho quando ajustamos o volume do som,Hardware,Media
8452,reparacao de monitor todo o escritorio esta operacional mas esse individuo relatar que seu monitor exibir tons azular excessivos esta nao e uma emergencia e poder ser resolver em um momento posterior,Acesso,Baixa
8453,dificuldade na consulta estamos enfrentar problemas intermitentes ao executar consultas no banco o que esta causar atrasos em nossas tarefas diarias,Banco de Dados,Baixa
8454,problemas de conectividade wi fi os funcionarios da unidade a ter problemas intermitentes ao se conectar a rede interna resultar em acesso limitar aos recursos onliner os sinais parecer estar fracos e os trafegos sao baixos,Infraestrutura,Baixa
8455,problemas de navegacao no site usuario relata dificuldade na localizacao do recurso informacoes da empresa devido a uma possivel alteracao nas paginas,Acesso,Baixa
8456,luz do teclado esta fraca a luz no meu teclado led tem diminuir gradualmente ate agora a funcionalidade ainda e normal,Hardware,Baixa
8457,computador sem resposta sempre que tentar ligar o computador ele naoer apresentar nenhum sinal o monitor e outros perifericos estao funcionar normalmente,Hardware,Media
8458,problemas de conectividade wifi o cliente relatar que o acesso a internet esta inconsistente e tem durar mais do que dois dias eles conseguir acessar algumas redes sem problemas mas ha um apagao intermitente em outras,Acesso,Baixa
8459,reencaminhamento de e mails nao funcionar ha problemas no reenvio automatico dos emails apos enviar um email ele acabar ir para a caixa de spam,Rede,Baixa
8460,problemas de autenticacao usuario relatar falha ao autenticar se apo novos modulos serem implementado levar a interrupcoes na carga de trabalho,Acesso,Media
8461,problemas na impressao a maioria das paginas da minha documentacao nao imprime corretamente deixar apenas o cabecalho e a rodape,Comunicação,Baixa
8462,som no dispositivo android recebi som alto de forma intermitente durante ligacoes ajustar o volume nao responder,Comunicação,Baixa
8463,acessar documentos o usuario esta tentar abrir os arquivos da ultima reuniao mas o sistema dizer que nao reconhecer a pasta,Acesso,Baixa
8464,computador sentir se lentar o computador esta funcionando mas parecer ter problemas de desempenho aumentar o uso da cpu e a memoria quando abrir aplicativos,Hardware,Media
8465,ticket do banco nao consigo iniciar uma sessao do banco ocorrer um erro e preciso recuperar o acesso para continuar meu trabalho,Banco de Dados,Media
8466,insuficiente privilegio de usuario o cliente relatar ter tentar executar um script do sistema mas receber uma mensagem dizer que nao possuir as permissoes necessarias,Acesso,Baixa
8467,wi fi instaveis meu wi fi e muito fraco e desconexoes frequentes afetar minha capacidade de trabalhar remotamente,Rede,Alta
8468,luz led piscar a lampada no meu monitor esta piscando intermitentemente ajustar o brilho nao ajudar,Hardware,Baixa
8469,som de rede intermitente aponte o dispositivo afetar e informe que her uma frequencia irregular no sinal da internet causar a falta periodica do servico,Rede,Media
8470,som nos interromper o som de trabalho esta frequentemente cortar durante o expediente varios funcionarios relatar esse problema causar distracao e reduzir a produtividade,Comunicação,Media
8471,tratamento do e mail ocorrer problema de envio no meu e mail a mensagem nao conseguir transmitir o anexo,Comunicação,Baixa
8472,problemas de conexao na rede funcionario relatar intermitencias nas redes wi fi no escritorio os problemas incluir travamento das aplicacoes e dificuldade em acessar o banco de dados remotamente,Acesso,Baixa
8473,sistema cronogramar suspeitoso voce notar que o cronometro da empresa nao esta sincronizar corretamente o horario de trabalho parecer estar atrasado em alguns minutos,Infraestrutura,Media
8474,som barulhento do computador o som que o pc fazer e muito alto quando uso aplicativos de videoconferencia o ruido nao interferir com a funcao dos programas,Hardware,Baixa
8475,solucao de email funcionario relatar que nao conseguir recuperar senha atraves do email e solicita ajuda para restabelecer acesso ao sistema,Acesso,Baixa
8476,som barulhento o computador esta funcionando mas ha uma notavel interferencia sonora algum equipamento proximo ou o sistema interno poder ser a fonte,Hardware,Baixa
8477,barramento usb nao reconhecer inicialmente o meu computador funcionar normalmente no entanto recentemente percebi que um dos barramentos de entrada saida usb parar de ser detectar por mim mesmo e pelo sistema operacional,Hardware,Media
8478,alimentador de energia falhar o alimentador principal da instalacao industrial esta apresentar mau funcionamento causar interrupcoes no fornecimento continuo e prejuizos economicos,Infraestrutura,Alta
8479,computador sem resposta inicialmente o computador estava funcionando normalmente recentemente nao consigo liga lo e ele nem sequer ligar quando tentar,Hardware,Media
8480,suspeita ataque dr reconhecimento de padrao suspeito no trafego da nossa rede interna indicar potencial agressaor por parte de um grupo distante estamos observar uma quantidade crescente e repetitiva de solicitacoes em varias direcoes ip,Comunicação,Baixa
8481,problemas de conexao o usuario relatar ter problemas persistentes ao tentar se conectar a rede wi fi da empresa apesar das solucoes temporarias,Acesso,Media
8482,agua fria no banheiro estamos experimentar uma falta de agua quente na lavadora do apartamento poder substituir por ar para a limpeza ate que seja resolver,Infraestrutura,Baixa
8483,acesso restrito ao sistema o usuario relatar que apesar de estar cadastrar e ter as credenciais corretas nao conseguir acessar o aplicativo do cliente devido a um erro na autenticacao,Acesso,Media
8484,aplicativo de vendas bloquear o cliente relatar que o aplicativo usar para gerenciamento dos pedidos esta trazer erros ao tentar inserir novos itens na lista impedir a realizacao das vendas,Acesso,Alta
8485,relacao de velocidade reduzir ha uma diminuicao perceptivel na velocidade da internet especialmente quando varios dispositivos estao conectar simultaneamente,Rede,Media
8486,revisao de servidor querer saber quando o proximo intervalo da revisao do servidor esta programar para realizar,Infraestrutura,Baixa
8487,problemas de conexao o usuario relatar problemas intermitentes ao tentar se conectar a rede wi fi da empresa as ligacoes estao lentas e ocasionalmente falhar completamente,Acesso,Media
8488,alto volume sem controle o alto falante nao responder ao mecanismo de controle do computador o volume permanecer em maximo e o mudo tamber e ineficaz,Hardware,Baixa
8489,alta prioridade sistema de gerenciamento da energia o sistema de gerenciamento energetico do predio falhar durante a manha causar interrupcoes em equipamentos criticos precisar ser resolver imediatamente para evitar impactos no funcionamento das operacoes,Infraestrutura,Alta
8490,incomodo na visualizacao de graficos funcionario relatar que ter problemas ao tentar visualizar dados em um grafico especifico apontar desalinhamento e cores incorretas,Acesso,Baixa
8491,acessorio usb nao reconhecer instalei o periferico novamente mas ele continuar sem ser detectar pelo sistema operacional esta funcionando em outro computador,Hardware,Baixa
8492,wi fi instavel ocorrer uma perda de conexao intermitente no wi fi afetar apenas algumas estacoes dentro da casa,Rede,Baixa
8493,problema de conexao semelhante ao cafe o usuario informar ter tentar fazer login no sistema varias vezes mas continuamente falha ele mencionar que tudo funcionar normalmente em casa e suspeita do atual hardware de trabalho,Acesso,Baixa
8494,sistema de monitoramento lento o sistema utilizar para monitorar o status dos equipamentos da rede apresentar problemas recorrentes exibir leituras atrasar e inconsistencias,Infraestrutura,Baixa
8495,bateria do laptop nao carregar saber que minha bateria esta esgotada e tentar conectar la em outro computador mas nada acontecer acreditar estar com uma peca defeituosa,Hardware,Media
8496,video recorde e reproducao no laptop ola estou tentar gravar uma apresentacao usar o aplicativo office video em meu computador portatil da lenovo thinkpad no entanto nao consigo obter um video claro e esta muito distorcer no final do processo de recorte,Hardware,Baixa
8497,problemas de conexao wifi a equipe reporta que ter dificuldade intermitente na ligacao do seu laptop ao acesso wi fi da empresa apesar das configuracoes parecer corretas,Acesso,Baixa
8498,login falhar devido a senha funcionario tentar acessar o sistema mas receber erro de login confunder se precisar ou nao atualizar senha,Acesso,Media
8499,placar grafica apresentar artefatos eu estava usar o meu computador e percebi que as imagens estao exibir artefatos geometricos a tela parecer ter linhas e desfoque ao rolar a janela,Hardware,Baixa
8500,suporte de infraestrutura a estacao de tratamento de agua local apresentar um sinal vermelho em seu monitor mas as operacoes continuar normais,Infraestrutura,Baixa
8501,servico de navegacao dificultar os funcionarios do setor logistico estao enfrentar problemas em navegar pelos mapas online da empresa resultar na necessidade de assistencia manual para o planejamento das rotas,Infraestrutura,Baixa
8502,login falho funcionario tentar logar no sistema informar que esta receber erro de autenticacao pretender usar o processo padrao para recuperacao de senha,Acesso,Media
8503,sistema de vendas nao responde funcionario relatar que o sistema de vendas nao responde quando clicar mas os outros sistemas operacionais estao funcionar corretamente,Acesso,Baixa
8504,problema ssl ocorrer falha no certificado ssl ao tentar abrir uma pagina da internet exibir um erro de seguranca,Comunicação,Baixa
8505,computador desligar spontaneamente meu computador de trabalho comeca a reiniciar sozinho isso ocorrer varias vezes ao dia e estamos atrasados em muitas tarefas cruciais,Hardware,Alta
8506,computador sem resposta o computador nao se ligar apos reiniciar o sistema o monitor esta ligado e as outras estacoes estao funcionar corretamente,Hardware,Media
8507,roteamento de dns ocorrer uma travessia constante do roteador causar lentidao na navegacao solucoes alternativas tambem nao funcionar,Rede,Baixa
8508,painel de controle sem resposta o painel que controlar os sistemas da empresa nao esta responder quando tentar acessar lo via web,Infraestrutura,Baixa
8509,solucao de senha nao encontrar o usuario reporta que nao conseguir encontrar uma senha validar apos tentativas de recuperacao multipla sigar as etapas recomendar para acesso ao sistema,Acesso,Media
8510,login falhar o cliente tentar acessar o portal de e mail mas nao conseguir inserir as credenciais corretamente a senha parecer estar escrita incorretamente,Acesso,Baixa
8511,rede de casa instavel atraves do ultimo mes observar flutuacoes na velocidade da internet e desconexoes frequentes a rede e mais lenta no fim de semana e as vezes esta completamente indisponivel apos horas de uso continuar,Rede,Media
8512,banco de dados lento a operacao no banco de dados esta significativamente mais devagar do que o normal afetar a eficiencia das atividades comerciais,Banco de Dados,Alta
8513,problema na impressao a impressora da empresa nao esta funcionar ajustes fazer anteriormente falhar e ela continuar sem imprimir nenhum documento,Comunicação,Baixa
8514,computador sem energia maquina de trabalho apresentar problema nao liga apertei o botao powerr varias vezes e nada acontecer,Hardware,Baixa
8515,taxa de transferencia sobrecarregar estamos ver uma diminuicao na velocidade da internet durante horarios pico ocorrer interrupcoes no acesso as aplicacoes corporativas e alguns clientes ter dificuldades para fazer chamadas voip,Infraestrutura,Media
8516,troca de chave do lock o cliente relatar que precisar substituir uma nova chave de um bloco de apartamento o objetivo e garantir acesso seguro e permitir o uso normal das instalacoes,Acesso,Baixa
8517,problema de login funcionario tentar fazer login no sistema mas esta receber erro precisar da ajuda para resolver,Acesso,Media
8518,placar grafica nao reconhecer ter o sistema operacional instalar mas quando tentar configurar as placas de video da minha pc ele mostrar que a placa esta desconectada ainda assim testar com outra gpu e confirmei que ela funcionar corretamente,Hardware,Baixa
8519,problemas intermitentes de conexao sentir se que sua rede wi fi esta tendo problemas ocasionalmente especialmente durante o horario em que trabalhar,Rede,Baixa
8520,suspeita mau funcionamento do sistema voip ha interrupcoes momentaneas na comunicacao de voz via internet em varias funcoes ocorrer perda de chamadas e audio distorcer,Comunicação,Baixa
8521,lampar led queimar a lampada incandescente antiga estragar e agora toda a luminaria esta sem brilho preciso de uma substituicao para continuar o trabalho no escuro,Hardware,Baixa
8522,conexao wi fi instavel ter dificuldade constante de manter uma conexao confiavel com o meu roteador wi fi pois a internet ficar interromper frequentemente,Comunicação,Media
8523,problema de navegador funcionario relatar que o seu aplicativo favorito nao esta carregar corretamente no navegador isso afetar a produtividade diaria pois precisar revisar documentos importantes para reunioes,Acesso,Baixa
8524,lente da camera quase nova a lente que compro recentemente nao esta funcionando corretamente esta fria ao toque e o angulo de visao parecer alterar mas a montadora afirmar ser novidade,Hardware,Baixa
8525,nao conseguir conectar tentar ligar meu computador a rede wi fi mas nao consigo fazer o login acessos anteriores funcionar normalmente,Rede,Media
8526,painel lcd fraturar ha uma pequena rachadura no painel da tela do meu laptop que estragar a visao quando o computador esta ligado,Hardware,Baixa
8527,ajustir do volume tempo de uso recente o som e muito alto e dificil ouvir gostar se alguir poder ajustar o nivel,Hardware,Baixa
8528,mouse sem resposta o mouse naoer esta funcionando ele ficar preso no lugar e o cursor do windows permanecer fixar,Hardware,Alta
8529,banco de dados lento os usuarios estao enfrentar atrasos significativos ao inserir ou consultar registros no banco de dados levar a uma experiencia desafortunar para o sistema crm,Banco de Dados,Alta
8530,comunicacao ver chat preciso de ajuda para configurar o recurso de chat entre usuarios,Comunicação,Baixa
8531,perfil de rede desconhecer suspeita que o perfil da minha conexao wi fi esta configurar incorretamente levar a problemas intermitentes na ligacao a internet,Rede,Baixa
8532,placar grafica falha o monitor esta totalmente preto apesar do computador estar ligado e as configuracoes corretas serem verificar,Hardware,Baixa
8533,rede de casa instavel a rede wi fi da minha residencia ficar constantemente perder sinal o que me impedir de trabalhar remotamente e atender as necessidades familiares,Rede,Alta
8534,problemas intermitentes de conexao viagens recorrentes do wi fi durante o horario pico resultar em limitacoes na navegacao da internet e atualizacoes dos aplicativos,Rede,Baixa
8535,sistema de vendas indisponivel funcionario relatar que o sistema de vendas nao esta responder e as tentativas alternar para solucionar estao falhar,Acesso,Baixa
8536,dificuldade na conexao wi fi a rede sem fio da empresa nao esta disponivel no ultimo andar mas funcionar normalmente em outras areas,Infraestrutura,Baixa
8537,lente do zoom desligar a lente optica do meu telefone nao manter o zoom ativar obrigar pela assistencia,Hardware,Baixa
8538,perfil de conta atualizar funcionario precisar informar que recentemente alterar o perfil da conta e desejar garantir a autenticacao correta,Acesso,Baixa
8539,monitor ficar cinza o monitor exibir cor azul cinza quando conectar ao pc nao conseguir restaurar o normal pois ja limp a porta e troquei os cabos,Hardware,Baixa
8540,dispositivo de resfriamento nao funcionar a maquina da impressora esta superaquecendo e o sistema automatico que abrir para ventilar a calor parar inesperadamente,Rede,Alta
8541,lampar led desligar aleatoriamente a lampada do meu quarto comeca a piscar e depois se apagar isso acontecer varias vezes ao dia mas nao vir com nenhum historico de queda ou ruer,Hardware,Baixa
8542,som mudo no computador o som de trabalho do pc nao esta funcionando mesmo que o volume esteja configurar corretamente na tela,Hardware,Baixa
8543,problema de login usuario tentar recuperar senha falhar pois o e mail nao foi enviar recentemente precisar verificar se a conta esta ativa,Acesso,Baixa
8544,consulta no banco lento o usuario reportar que as consultas nos ultimos dias estao mais lentas do que o habitual acreditar se que haver algum problema de indexacao ou otimizacao,Banco de Dados,Baixa
8545,luz led fraca a lampada de resposta da minha placa mae esta muito mais baixa do que o normal normalmente e bem brilhante e visivel no meu monitor,Hardware,Baixa
8546,gravacao automatica falha o sistema de gravacoes no meio da manha apresentar inconsistencias ocasionalmente nao registrar o audio,Rede,Baixa
8547,problemas de conexao funcionario relatar dificuldade ao se conectar a internet na area de trabalho afetar a capacidade de realizar tarefas online,Acesso,Baixa
8548,pagina de login inacessivel funcionario tentar fazer login no sistema mas esta receber erro pagina nao encontrar,Acesso,Baixa
8549,problemas de conexao wifi o cliente esta experimentar dificuldades para se conectar ao seu roteador sem fio eles estao desconhecer sobre como verificar as configuracoes ou realizar uma redefinicao do dispositivo,Acesso,Media
8550,tela cega no laptop a tela do meu notebook permanecer totalmente preta apesar do computador estiver ligado e funcionar corretamente testar reiniciar sem sucesso,Hardware,Baixa
8551,rastreador gps ausente meu rastreador de localizacao nao esta aparecer no aplicativo movel testar reiniciar o dispositivo mas sem sucesso,Hardware,Baixa
8552,motorola moto g sem carregamento meu motorola moto g nao esta carregar ele ja estava de boa condicao ate agora e desde o ultimo uso ele parar de recolher energia do adaptador,Hardware,Media
8553,perfil de usuario bloquear usuario relatar que tentar criar conta e o sistema baniu por duplicacao do nome pedir ajuda para resolver,Acesso,Baixa
8554,rastreamento usb nao funcionar o meu computador detectar apenas o mouse e teclar mas nada acontecer quando conectar outros dispositivos de usb testei em outro notebook com sucesso,Hardware,Media
8555,problemas de conexao intermitente a rede wi fi apresentar instabilidades causar travamentos ao tentar se reconectar apos a perda do sinal,Rede,Baixa
8556,computador sem energia sempre que encontrer o botao power na frente do computador nada acontecer o tablet tambem nao ganhar vida mesmo com testes em diferentes tomar,Hardware,Alta
8557,problemas de conectividade wi fi ocorrer intermitencia no sinal do wi fi que atrapalhar o uso da internet mas sem impactar as chamadas telefonicas ou acessos em rede local,Rede,Baixa
8558,problema de conexao o cliente relatar problemas intermitentes ao acessar o site da empresa apesar dos esforcos para redefinir a conexao a situacao nao esta afetar todos os usuarios simultaneamente,Acesso,Baixa
8559,aperto volume mas nao ouco audio tenho notar que o som do computador esta muito baixo ajustei as configuracoes de volume e ainda assim nada acontecer,Hardware,Baixa
8560,luz led desligar a luz indicadora da minha tela de computador esta intermitente nao consigo ver o logotipo do sistema operacional,Hardware,Media
8561,problemas no processo de envio experimentar problemas ao enviar e mails atraves do gmail os anexos estao indisponiveis afetar a comunicacao interna,Comunicação,Baixa
8562,luz led desligar por volta das 18h notei que o led de avisos esta ligado quando nao e necessario nao acessar nenhum menu ou opcoes anteriormente,Hardware,Baixa
8563,aplicativo nao responder o aplicativo quickmail trafega e o botao de atualizar esta inoperante,Comunicação,Alta
8564,computador estranho o meu computador esta travando quando tentar abrir o navegador achar que poder ser um problema de drivers mas nao saber,Hardware,Baixa
8565,problema de login o usuario relatar ter problemas ao tentar realizar o logon no sistema inicialmente ele suspeitar que a senha poder estar incorreta e buscar recursos em documentacao interna para validacao antes de contatar suporte,Acesso,Baixa
8566,computador sem energia o computador nao responder quando ligar e nenhum sinal de vida e observar iniciamos o processo de diagnostico para determinar a causa,Hardware,Alta
8567,painel do computador quente o painel traseiro esta excessivamente aquecer mesmo depois de usar o ventilador nao ha nenhuma operacao intensiva em andamento,Hardware,Baixa
