id,text_final,target_category
7060,problema ao enviar e mail estou tentando mandar uma mensagem no gmail ma o cliente mostra que e muito grande acho errado porque ja reduzi a tamanho do arquivo,Comunicação
7061,mouse sem resposta o mouse nao esta respondendo no meu computador ainda assim o outros perifericos funcionam corretamente,Hardware
7062,computador responde lentamente o computador esta respondendo mais devagar do que o normal mudancas no sistema operacional nao melhoraram a velocidade,Hardware
7063,aplicativo sistema operacional travando o meu aplicativo operacional o continuum sem responder tentei reinicia lo varias vezes ma nao consegui solucionar o problema,Comunicação
7064,problemas de conexao wi fi o cliente relatum que nao consegue se conectar a rede sem fio do escritorio tentou reiniciar o roteador e acessar diferentes redes ma continuum inacessivel,Acesso
7065,dispositivo portatil desligando spontaneamente o meu tablet android fica fechando abruptamente enquanto uso e nao parece ter nenhuma sobrecarga de processador,Hardware
7066,problemas na conexao wi fi eu nao consigo se conectar a internet no roteador da casa estou tentando usar o wi fi ma a solicitacoes de dado sempre estao retornando erro,Comunicação
7067,relacao de distancia wi fi eu tenho uma casa grande e estou tentando configurar o roteador ma parece que a cobertura nao e suficiente,Rede
7068,suspeita de conta comprometida funcionario suspeitou que sua senha foi usada por outra pessoa confirmacao necessaria para investigar,Acesso
7069,sistema crm atualizando lentamente atraves do software nossa empresa o sistema de gerenciamento de relacionamentos esta exibindo uma performance muito reduzida o usuarios estao reportando que a alteracoes no registros e atualizacoes sao demoradas causando um impacto na produtividade da equipe,Comunicação
7070,mudanca de roteador nao resolve apos substituir o atual router observamos que ainda ha instabilidade no sinal wi fi a frequencia da quedas e irregular e acompanha a horas da tarde,Rede
7071,problemas no login cliente reportou ser impossibilitado de entrar na conta devido a atualizacao recente do sistema,Acesso
7072,computador traz audio ma tela permanece azul apos ligar o computador ouviria som claro e poderia navegar na area de trabalho no entanto a tela continuum em um estado preto com cor branca,Hardware
7073,laptop trava durante reinicializacao o laptop dele comeca o logon ma apos uma determinada janela aparecer para escolher entre a contas do usuario ou maquina grafica tela login a tela fica escura e nada acontece mais,Hardware
7074,sistema telefonico intermitente o clientes relatam falha ocasional no sistema de atendimento por voz o que causa transtornos ao tentar fazer ligacoes,Comunicação
7075,rede conectada intermitentemente a rede wi fi parece estar funcionando normalmente por um tempo e depois desconecta repentinamente sem aviso previo esse problema e observado varias vezes ao dia afetando a conexao com o trabalho remoto,Rede
7076,incapacidade de conectar ao wi fi o cliente relatum que nao consegue se conectar a rede sem fio em casa e ja tentou reiniciar o modem ma sem sucesso,Acesso
7077,consulta db lento no ultimos dia observamos uma queda significativa na velocidade da consultas no banco de dado o clientes estao reportando atrasos no resultados do relatorios e isso esta afetando a operacoes normais,Banco de Dados
7078,solucao de senha falhada uma solicitacao por recuperacao da senha foi feita ma o e mail para contato do usuario nao esta chegando aconselhe como proceder,Acesso
7079,sombra na webcam durante reuniao durante uma videoconferencia percebi que meu visor da webcam esta ficando transparente isso e problematico para a minha apresentacao,Comunicação
7080,falha no painel de controle o monitoramento do sistema esta parcialmente operacional apresentando sinai intermitentes e incertezas na leitura do valores em tempo real,Infraestrutura
7081,login falhou usuario tentou fazer login ma esta recebendo erro de autenticacao ocorreu uma vez neste me,Acesso
7082,problemas de conexao lan um usuario relatum que esta tendo problemas intermitentes na rede local o qual afeta a comunicacao com colegas em horarios especificos,Acesso
7083,dificuldade de conectar o usuario relatum que esta tentando usar o wi fi ma nao consegue se conectar aparentemente ja desconectou todos o dispositivos e reiniciou a rede sem sucesso,Acesso
7084,mudancas na rede pergunta sobre como configurar uma nova conexao sem fio no sistema da empresa,Rede
7085,interruptor de energia nao responde o interruptor principal da instalacao falhou e esta fechado o sistema tem uma fonte alternativa temporaria ma o equipamento critico precisa ser acessivel imediatamente,Infraestrutura
7086,som no sistema ocorreu uma interrupcao repentina na comunicacao interna todos o sistemas estao silenciosos,Comunicação
7087,email sem conexao falha de rede intermitente ao tentar enviar e mail por periodo prolongado,Comunicação
7088,fusivel quebrado o computador de mim acende ma nada acontece na tela iniciar o teste e descobriu que a placa grafica nao e detectada pelo sistema,Hardware
7089,login impedido funcionario relatum dificuldade de inserir senha no portal do sistema mesmo utilizando a credenciais corretas,Acesso
7090,motorola moto g nao responde apos ligar no celular ele fica ocioso e nada acontece quando toco na tela,Hardware
7091,problemas de conexao wi fi funcionario relatum dificuldade constante na inicializacao do seu roteador sem fio apesar da reconfiguracao e o atualizamento da configuracoes aconselhamento necessario para resolver,Acesso
7092,aumento de latencia na rede desaceleracao percebida no tempo de resposta ao usar o roteador em casa problemas intermitentes ma frequentemente notados no final do dia,Rede
7093,usuario sem conexao funcionario relatum que esta tendo dificuldade constante de se conectar a internet no trabalho apesar do departamento estarem utilizando o mesmo protocolo eles conseguem acessar com sucesso,Acesso
7094,problemas de conexao wifi o cliente relatum falhas constantes na rede wi fi queimando mensagens e afetando o acesso a internet,Acesso
7095,dispositivo movel nao responde meu smartphone falha ao abrir aplicativos aperto e soltura do botao toque ma nada acontece,Hardware
7096,painel do painel nao exibe sinai de energia o meu monitor esta desligado ma o computador em si inicializa a luz led no painel parece ativada e a teclas funcionam,Hardware
7097,rotacao do servidor dns falhou a rotacao regular do servidores de nome de dominio dns esta parada isso causou a inabilidade para que meus colegas tenham conexao com o servidor externo,Comunicação
7098,acessando informacoes do cliente nosso gerente de contato solicita o historico detalhado da transacoes para um determinado cliente ma percebe que precisa verificar se existe alguma restricao por seguranca ante da recuperacao do dado,Acesso
7099,rede sem fio instavel voce encontra o wi fi conectando ma logo depois perde totalmente a rede isso acontece com frequencia e precisamos de ajuda para resolver isso,Rede
7100,som estranho do laptop estou usando meu notebook e percebi que ha uma frequencia irregular no som de audio ajuda para solucionar isso seria apreciada,Hardware
7101,problema de sincronizacao sem fio o meu telefone nao esta se conectando a rede wi fi em casa tentei reiniciar o dispositivo e verificou a configuracoes ma ainda assim nao conseguiria uma conexao,Comunicação
7102,somente conectividade wifi nosso funcionario relatou que o computador dele tem boa capacidade para trabalhar ma esta na area sem acesso a internet via cabo ethernet o usuario ja tentou reiniciar ambo o dispositivos computador e modem desligando temporariamente a outras conexoes,Acesso
7103,acesso restrito uma da equipes da empresa precisa do acceso ao sistema de contabilidade ma o token esta inacessivel a equipe ja verificou a autenticacao e nao encontrou erro,Acesso
7104,problemas intermitentes de internet ocorrem desligamentos frequentes do servidor wi fi sem nenhum padrao aparente,Rede
7105,suporte do sistema problema de conectividade no sistema estou tendo dificuldade para fazer login na nossa plataforma interna o que parece estar causando interrupcoes na atividades diarias do funcionarios,Comunicação
7106,problemas na impressao o sistema de escritorio nao imprime a folhas que estou tentando enviar quando uso o aplicativo print recebo um erro dizendo impressora desconectada mesmo quando ela esta conectada corretamente,Comunicação
7107,computador sem entrar apos ligar o computador nada acontece semelhante ao caso anterior,Hardware
7108,painel de monitoramento erratico o painel da rede interna mostra leituras inconsistentes ma sem interrupcao no servico nao ha nenhum problema atualmente observado,Infraestrutura
7109,inconsistencia dado atraves do banco o valores da contas estao inconsistentes em relacao aos registros da administracao,Banco de Dados
7110,solucao de senha a equipe requer assistencia na configuracao da autenticacao por doi fatores ma preferem uma solucao temporaria para acessar o sistema ate que sejam corretas,Acesso
7111,sistema lento o erp da empresa esta respondendo muito devagar levando minutos para abrir uma tela atencao a todos o funcionarios que estiverem enfrentando esse problema,Infraestrutura
7112,lente sem foco a lente de uma camera digital apresentou mau funcionamento o zoom e o foco nao estao ajustando como deveriam comprometendo a fotografias,Hardware
7113,problemas de navegacao no site usuario relatum dificuldades na navegacao do site achando o link desalinhados e a interface confusa aproveita para solicitar manutencao da pagina,Acesso
7114,perfilcao desacelerada desenvolvedor informa que o processamento do perfil da usuarios esta mais lento no ultimos dia ma sem problemas frequentes,Banco de Dados
7115,computador sem resposta o computador esta completamente desligado testei e substitui o cabo ma nada acontece,Hardware
7116,problema de login o cliente relatum ter sido impedido de entrar no sistema devido a falha na autenticacao o e mail de recuperacao parece estar funcionando corretamente ma o usuario esta preocupado com a seguranca do dado,Acesso
7117,som ausente o som de reproducao do pc esta desaparecido sem explicacao tudo o mais funcionou normalmente,Hardware
7118,perfil de usuario nao reconhecido eu preciso configurar uma rede wi fi na minha nova maquina ma o perfil do roteador diz que esta desabilitado como posso ativa lo e garantir conexao confiavel,Rede
7119,painel de monitoramento criptografado o painel do monitoramento da infraestrutura nao esta exibindo o dado devido a uma configuracao incorreta a rede e instavel e isso afeta o desempenho do sistemas,Infraestrutura
7120,inicio da sessao tentativa de iniciar o processamento por parte do usuario o cliente relatou que nao consegue acessar sua conta e esta solicitando assistencia,Acesso
7121,roteador sem sinal o roteador de rede parece funcionar ma o wi fi esta inacessivel verificado a luz indicativa e reset do dispositivo,Rede
7122,dispositivo optico nao funcionando a unidade de disco do meu computador parece quebrada a tela permanece invisivel mesmo apos tentar reinicia lo,Hardware
7123,problemas de login do usuario a equipe esta enfrentando dificuldades na autenticacao do funcionarios devido a um possivel problema no banco de dado,Acesso
7124,problemas de navegacao no site usuario relatum dificuldade ao encontrar o link da secao informacoes do cliente acredita que possa estar desabilitado ou oculto por algum erro,Acesso
7125,problemas de conexao uma da equipes esta enfrentando problemas recorrentes na rede interna afetando o acesso a plataformas digitais essenciais para seu trabalho diario,Acesso
7126,acesso bloqueado ao cliente recebi o seguinte erro de autenticacao no aplicativo do meu cliente nao consigo fazer login desde ontem,Comunicação
7127,sistema erp falha o sistema de gestao empresarial esta indisponivel afetando o fluxo diario da operacoes,Comunicação
7128,conexao lte intermitente meu dispositivo movel perde frequentemente o sinal de rede sem fio isso e particularmente problematico quando estou tentando se conectar a aplicativos online para trabalho,Rede
7129,incapacidade de conectar ao wi fi um cliente relatum que tem dificuldade em se conectar a rede wi fi no seu dispositivo apesar de ter seguido a instrucoes do manual e tentado reiniciar o aparelho sem sucesso,Acesso
7130,e mail de alteracao do endereco invalido cliente tentou mudar o e mail associado ao perfil ma recebeu um erro indicando que a nova informacao e invalida acessorio nao ha registro da conta no banco de dado,Acesso
7131,sistema operacional esta desacelerando o computador comeca lentamente e apos algum tempo de uso o processamento da aplicacoes se torna mais demorado nao reconheci nenhum software recentemente instalado que possa estar causando isso,Hardware
7132,sombra na rede experiencias intermitentes de conexao wi fi visiveis principalmente durante o jogo online,Rede
7133,som estranho na placa mae recentemente percebi que ha zumbido no painel da minha maquina durante o uso sempre ante havia som branco,Hardware
7134,dificuldade na conexao wi fi precisamos de assistencia tecnica temos problemas intermitentes para se conectar ao nosso sistema interno via redes sem fio,Infraestrutura
7135,roteamento dns estranho acontece que ao tentar pesquisar site no navegador e ocorrer um erro de roteamento a conexao parece estar intacta ma o simbolos estranhos aparecem na barra do endereco,Rede
7136,galeria de imagens ocultas cliente relatum que nao consegue encontrar a imagens no banco de dado designado para a galeria corporativa acesso foi concedido sem problemas anteriormente ma desde o ultimo backup automatico estao indisponiveis,Acesso
7137,lampada led fica vermelha a lampada ligou ma agora esta ficando vermelha e pisca rapidamente nao achei nenhuma marca de danos,Hardware
7138,problemas de conectividade wi fi eu me pergunto se o sinal da internet no escritorio e confiavel poi a vezes parece que nao estou totalmente online,Comunicação
7139,nao consegue acessar pasta compartilhada funcionario relatum problemas ao tentar abrir sua pasta compartilhada no servidor acesso recusado mesmo com credenciais corretas,Acesso
7140,lente digital semelhante ao oculus quest procurando por uma solucao alternativa de realidade virtual como o oculus rift preciso saber se a lente da xiaomi mi mix esta compativel com aplicacoes similares,Hardware
7141,problemas de conexao wi fi usuario relatou que nao consegue se conectar a internet sem sucesso tentativas preliminares com reset do roteador tiveram pouco resultado,Acesso
7142,problemas de conectividade wi fi intermitente estamos experimentando falhas frequentes na rede wi fi o sinal desaparece varias vezes ao dia causando atrasos no trabalho,Rede
7143,recuperacao de senha falhou o cliente informa que tentou recuperar sua senha via e mail ma recebeu um erro acesso necessario imediato para trabalhar,Acesso
7144,problemas de conectividade usuario relatou instabilidade na rede wi fi domestico apagando link e dado intermitentemente acredita que o problema esta no roteador,Acesso
7145,sistema de rede instavel no ultimos dia ocorreram interrupcoes frequentes na internet da empresa a conexao parece ter quedas aleatorias e a velocidade reduzida no horarios normais,Infraestrutura
7146,lente unica do microscopio a lente que me ajuda no laboratorio perdeu sua precisao necessito substitui la para continuar minha pesquisa,Hardware
7147,problemas de navegacao no site do cliente o cliente relatum dificuldade na visualizacao do produtos em sua pagina e solicita ajuda para acessa los,Acesso
7148,problemas ao atualizar software estou tentando fazer uma atualizacao do meu sistema operacional ma ele nao inicia o processo recebi um erro de atividade bloqueada esta impedindo me de continuar trabalho diario,Comunicação
7149,requisicao de novo roteador preciso adicionar uma conexao wi fi na casa atual atualmente estamos utilizando um roteador antigo que esta com frequencia e velocidade reduzidas,Rede
7150,sincronizacao do google drive falha tive problemas ao tentar sincronizar meus arquivos no google drive a vezes o itens nao sao atualizados automaticamente e eu preciso reentrar manualmente para ver a alteracoes,Comunicação
7151,tela de login travada funcionario relatum que quando tenta iniciar o trabalho recebe uma mensagem indicando um problema na inicializacao do sistema operacional acontece em horas extra,Acesso
7152,cadeira ergonomica deslocada a cadeira que usamos no escritorio foi movida sem permissao e agora esta em uma posicao incorreta causando dor na coluna da pessoa do meu grupo de trabalho estou solicitando assistencia para a reposicionamento adequado,Hardware
7153,solucao de rede instavel funcionarios estao relatando frequentes desligamentos da internet o atendente deve identificar possiveis causa e sugerir solucoes temporarias para evitar interrupcoes no trabalho,Acesso
7154,mudanca de ip ocorre o problema do endereco ip estar alterado sem que eu mude a configuracoes alguem deve ter acessado o servicos da rede,Rede
7155,tela brilha a tela de minha maquina exibe uma luz excessivamente brilhante apesar da configuracao padrao preciso reduzir a ilumencia sem afetar o desempenho visual,Hardware
7156,tela sem resposta a tela do computador permanece preta e nao exibe nenhum conteudo apesar de a maquina iniciar normalmente,Hardware
7157,login falho o usuario informa que esta tentando fazer login no sistema e nao consegue apesar de inserir a credenciais corretas,Acesso
7158,dispositivos de vigilancia mal acertados o software cctv instalado no paineis da empresa nao esta funcionando corretamente imagens estao distorcidas e o audio e ruidoso,Infraestrutura
7159,reparos no microfone o cliente relatum que ocorreu uma falha intermitente do microfone durante a reunioes online sugerindo a necessidade de inspecao e possivel substituicao,Acesso
7160,roteador de rede instavel atraves do ultimos dia o roteador tem apresentado problemas intermitentes a conexao wi fi para o dispositivos moveis e ocasionalmente perdida e a velocidade da internet diminui significativamente,Rede
7161,banco nao responde cliente informa que o banco esta indisponivel e desafia a assistencia tecnica necessario consertar imediatamente para permitir operacoes bancarias normais,Banco de Dados
7162,problemas de conexao da rede funcionario relatum problemas intermitentes na conexao da internet impactando o trabalho online,Acesso
7163,motorola moto g sem conexao wi fi no ultimos dia o meu motorola moto g nao consegue se conectar a internet via wi fi a rede e funcional em outros dispositivos,Hardware
7164,problemas no formulario online durante o processamento de pedidos estou enfrentando dificuldades ao preencher o campos do sistema alguns do itens nao aparecem na lista disponivel,Comunicação
7165,som de audio baixo fico preocupado porque o som do meu computador esta estranhamente fraco mesmo que ajustei a configuracoes e limpei o alto falantes,Rede
7166,conectividade de internet irregular o cliente relatum problemas intermitentes de conexao a internet que afetam o trabalho online e a comunicacao ocorre mais frequentemente durante a horas pico do dia,Rede
7167,intranet desligada um funcionario relatou que o intranet estava indisponivel eles tentaram reiniciar a maquina ma nao conseguiram corrigir o problema,Acesso
7168,problema de vpn funcionarios relataram ter dificuldade na conexao via vpn apesar da autenticacao correta e redefinicoes do servidor,Acesso
7169,sistema de controle da biblioteca o usuario relatou que nao consegue encontrar o indice da obras na interface digital e esta procurando ajuda para localizar uma publicacao especifica,Acesso
7170,solicitacao de assistencia no portal cliente requisitou ajuda para configurar o sistema de autenticacao via e mail ma nao esta recebendo notificacoes,Acesso
7171,email nao alcanca destinatario ocorreu uma atualizacao recente no servidor e desde entao o email sao perdidos ou recebidos apos um longo tempo,Comunicação
7172,problemas de conexao com rede funcionario informa que nao consegue se conectar a internet e suspeita ter um problema na cabine telefonica nenhum erro anterior foi registrado,Acesso
7173,lancador no sistema operacional nao consigo iniciar o aplicativo sistema operacional pelo atalho o software nao esta respondendo ma outros programas estao funcionando normalmente,Hardware
7174,sistema de registro sem acesso cliente relatum que nao consegue entrar no sistema devido ao login falhado eles tentaram o processo padrao para recuperacao da senha ma ainda tem problemas,Acesso
7175,falha na rede de seguranca ocorreu uma interrupcao no sistema firewall deixando o departamento financeiro vulneravel precisamos garantir a conexao rapidamente,Infraestrutura
7176,desempenho lento da consulta a consulta no banco sql esta excedendo o tempo esperado causando atrasos na operacoes diarias,Banco de Dados
7177,painel energetico mal responsivo a interface do painel energetico da instalacao central exibe lentidao ao acessar a configuracoes e relatorios,Infraestrutura
7178,computador travou durante uso o sistema operacional nao responde e o computador parou de reconhecer meu controle tentado reiniciar sem sucesso,Hardware
7179,dificuldade de conexao o usuario relatum que nao consegue se conectar ao servidor da empresa via internet apesar de confirmar a rotacao correta do cabo e corretude do configuracoes no modem,Acesso
7180,problema de login funcionario tentou fazer o logon via aplicativo ma recebeu erro senha incorreta nao sabe se foi esquecida ou possivel hackeamento,Acesso
7181,conflito de ip na conexao funcionarios estao enfrentando problemas ao se conectar remotamente poi o endereco ip deles e bloqueado por politicas de seguranca,Acesso
7182,problemas no navegador funcionario relatum que o chrome e safari estao travando impedindo o uso do computador para a funcao diaria,Acesso
7183,acesso raro ao banco o usuarios estao registrando dificuldades intermitentes na conexao com o sgbd devido a um possivel problema de rede interna,Banco de Dados
7184,informacao atualizada sobre novo site recentemente o site de pesquisas da universidade foi atualizado novos recursos e configuracoes foram implementados para melhorar a experiencia do usuario,Comunicação
7185,luz led morna a luz de fundo no laptop esta ficando mais quente e amarelada ma ele continuum funcionando normalmente,Hardware
7186,roteador desconectando sporadicamente o roteador esta se conectando e descartando o sinal da internet sem motivo aparente afetando a rede no escritorio,Rede
7187,som estranho ao ligar a cada vez que tento ligar o computador ele faz um som de desligamento incomum ocorre acompanhado por flash visuais raros,Hardware
7188,painel lcd fica amarelo apos o uso regular do computador notei que o painel lcd esta exibindo uma tonalidade amarelada nao ha nenhum problema no monitor ou embaixo da tv,Hardware
7189,incapacidade de conectar a rede cliente relatum problemas na ligacao com o wi fi da empresa apesar do sinal estar ativo sugere assistencia para verificar configuracoes e resolver a situacao,Acesso
7190,consulta lenta no banco a consulta select usada durante o horario comercial esta demorando mais do que esperado causando atrasos no relatorios de negocios,Banco de Dados
7191,suspeita de ataque cibernetico o administradores do sistema notaram uma serie de tentativas nao sucedidas de logon em varias contas o que pode indicar um possivel ataque,Acesso
7192,perfil de rede nao atualizado o perfil do roteador precisa ser actualizado semanalmente isso afeta o desempenho intermitentemente,Rede
7193,problemas de conectividade sem fio atraves do meu tablet consigo se conectar a rede wi fi apenas ocasionalmente apos a ligacao ser estabelecida o sinal e frequentemente intermitente e nao permite uma boa qualidade de servico para streaming ou downloads,Rede
7194,problemas de desempenho do aplicativo o cliente relatum que o tempo de resposta do servicos web esta aumentando e como resultado estao enfrentando atrasos na conclusao da tarefas relacionadas ao banco de dado,Acesso
7195,computador resfriamento insuficiente toda a tabuas deveriam ser substituidas a operadora atribuiu o problema a falha do sistema ma o problemas continuam,Hardware
7196,mouse sem resposta o mouse nao esta funcionando nao detecta movimentos nem aciona o clique do botao,Hardware
7197,infraestrutura de rede a empresa observa algumas interrupcoes no sinal wi fi em determinadas area nao ha impactos significativos atualmente ma espera se que aumente a demanda com o aumento do numero de usuarios,Infraestrutura
7198,ruido de audio durante chamadas durante a minhas ligacoes telefonicas ocorre ruido indesejado que dificulta a comunicacao o problema persiste independentemente do dispositivo utilizado,Rede
7199,consulta atrasada recentemente alteramos o esquema do banco e agora a consultas estao muito mais lentas a equipe de db precisa ser consultado para verificar se a nova configuracao esta causando isso,Banco de Dados
7200,numero de cartao sem insercao o cliente relatum que tentou usar seu telefone na loja ma o sistema nao reconheceu a leitura do numero,Acesso
7201,mudancas no ambiente led o monitor apresenta uma tonalidade azulada recente ocorreu apos o reajuste do niveis de brilho da luz ambiental,Hardware
7202,somando agua na rede ha uma perda ligeira de velocidade e sinal no roteador mesmo sem uso significativo da internet,Rede
7203,problemas de acesso a internet o usuario relatum uma conexao intermitente ao acessar o internet afetando apenas navegacao web e nao influenciando outros servicos,Rede
7204,painel mae danificado o painel da minha maquina esta fraturado devido a um acidente preciso de ajuda para reinstalar a pecas e consertar o dano,Hardware
7205,perda intermitente de conexao atencao ha uma perda ocasional da rede wi fi que afeta o trabalho em ambientes onde precisamos do acesso constante a internet,Rede
7206,risco de ponto flutuante experimentei erros no software apos o ultimo patch suspeito que esteja relacionado a problemas do sistema,Rede
7207,interrupcao de rede reuniao virtual atrasada devido a condicoes ruin da internet,Infraestrutura
7208,sistema de gestao da qualidade bloqueado cliente relatum que o sistema usado para gerir a medidas de qualidade do produto esta inacessivel e apresenta multiplas tentativas falhadas,Acesso
7209,sistema de criacao a equipe informa que o sistema criar produto esta apresentando erros impedindo a criacao e registro correto do produtos,Acesso
7210,sistema de armazenamento nao responde o sistema raid da empresa parece estar indisponivel o que esta causando interrupcoes no processos diarios,Infraestrutura
7211,lampada led nao esta funcionando a lampada no teto do quarto parou de emitir iluminacao achei que pode ser um problema com a energia ma o interruptor da tomada funciona normalmente,Hardware
7212,lampada led nao esta funcionando a lampada que eu substitui recentemente parece estar defeituosa poi a nova unidade simplesmente nada testei outra na mesma tomada e ela funciona perfeitamente,Hardware
7213,perfil de usuario bloqueado funcionaria afirma que seu perfil foi acidentalmente bloqueado e nao consegue mais acessar o sistema,Acesso
7214,problemas de conectividade da internet um cliente relatum que enfrenta problemas intermitentes de conexao a rede interna causando atrasos no trabalho,Acesso
7215,problemas de conexao wi fi o cliente relatum que esta experimentando uma velocidade reduzida e instabilidade no seu acesso a internet da banda larga,Acesso
7216,sistema de e mail atraso o usuarios estao relatando atrasos no recebimento e entrega do email o sistema esta operacional ma a comunicacao dentro da organizacao foi prejudicada,Infraestrutura
7217,laptop sem energia meu laptop nao esta carregando mesmo que esteja conectado a tomada a bateria parece ter se desgastado ma preciso de uma conferencia ante de substitui la,Hardware
7218,som suave desaparece recentemente percebi que o som esta mais silencioso do que ante nao houve mudancas no volume ou na configuracoes de audio,Hardware
7219,sistema de banco unico nao ha atualizacoes no relatorios financeiros desde o ultimo update ma nao esta causando impactos significativos no trabalho,Infraestrutura
7220,problema com impressora a minha impressora nao esta imprimindo o documentos estou fazendo o setup corretamente ma a saida de papel continuum vazia,Hardware
7221,luz led da tv desligando aleatoriamente a luz led na frente do meu televisor comeca a piscar de repente e depois se apaga completamente a tela tambem fica sem sinal ma reativa se apos alguns minutos,Hardware
7222,som ausente no laptop o som esta completamente desligado do meu notebook tive que usar o alto falante externo para assistir a musica,Hardware
7223,usuario sem conexao funcionario relatum que esta tentando se conectar a internet via wi fi ma nao consegue nenhuma comunicacao com o tecnico de ti foi possivel e precisa resolver para continuar trabalhando,Acesso
7224,problema na comunicacao via e mail recentemente ocorreu uma interrupcao recorrente no envio de mensagens do outlook acontece que a mensagens nao estao sendo entregues ao destinatario esperado,Comunicação
7225,mouse do trabalho nao responde meu mouse que uso todos o dia no escritorio parou de funcionar sem motivo aparente ele esta conectado corretamente ma a seta estao com defeito,Hardware
7226,problema no chat do site ocorre travamento intermitente na interface de chat dificultando o contato em tempo real,Comunicação
7227,perfil de usuario indisponivel o cliente descreve uma situacao onde ele nao consegue visualizar seus dado pessoais no sistema e precisa recupera los para cumprir um prazo,Acesso
7228,painel lcd que fica escuro o painel da minha tv de marca x ficou completamente invisivel mesmo em configuracao maximum nao consigo ver nenhum sinal no fundo,Hardware
7229,sistema erp atualiza erraticamente o sistema de gestao enterprise esta apresentando atualizacoes irregulares causando inconsistencias no dado e desafios na gestao operacional,Comunicação
7230,problemas intermitentes de conexao atraves do meu computador encontro problemas recorrentes na rede wi fi a maioria da vez estate se iniciando em intervalos irregulares,Rede
7231,problemas de conexao sem carga o cliente reporta que seu equipamento nao esta se conectando a rede do escritorio apesar da infraestrutura parecer funcional eles acreditam que o problema pode estar relacionado ao hardware de sua maquina ou configuracao ip,Acesso
7232,luz led piscar a luz led do computador comeca a piscar de tempo em tempo sem interrupcao da operacao ajustes na configuracao nao resolveram o problema,Hardware
7233,problemas na conexao voip estamos tendo dificuldades intermitentes no uso do aplicativo de comunicacao por voz em nivel empresarial a chamada nao e estabelecida regularmente e quando ocorre a qualidade da audio esta muito baixa,Comunicação
7234,lampadas led nao ligam algumas lampadas led do meu quarto estao exibindo uma cor escura quando ajustadas para brilho total achei que eram defeituosas e substitui tres ma o problema persiste,Hardware
7235,problemas na comunicacao via chat quando estou tentando enviar mensagens pelo sistema de chat ela nao aparecem no destinatario aconteceu varias vezes hoje e esta afetando o trabalho diario,Comunicação
7236,laptop desligando mesmo sem clicar o laptop esta funcionando normalmente ate quando fecho o aplicativo ma ele entao reinicia sozinho ajustei a configuracao de hibernacao e nao consegui resolver,Hardware
7237,ajuste da tela do laptop por favor reajuste o monitor de notebook para obter uma resolucao maior atualmente parece muito pequena ao usar,Hardware
7238,solucao de senha a equipe precisa recuperar uma conta que nao consegue acessar devido a esquecida da senha,Acesso
7239,dificuldade de conexao wi fi eu tenho dificuldades intermitentes ao tentar fazer uma ligacao via wi fi para a internet isso acontece frequentemente mesmo que o sinal pareca bom,Rede
7240,lente sem imagem a camera da minha smartphone nao aciona automaticamente quando mando mensagens ou faz postagens inicialmente tive certeza de que estava configurada corretamente,Hardware
7241,problemas de conexao sem fio o cliente relatum que sua smartphone ou tablet nao consegue se conectar a rede wi fi em casa eles ja garantiram a proximidade com o roteador e tiveram outros dispositivos funcionando sem problemas,Acesso
7242,email bloqueado o meu email da empresa nao esta sendo capaz de enviar mensagens internas mesmo que eu tenha verificado a rede e o endereco do destinatario,Comunicação
7243,perda intermitente de conexao descreva que voce experimenta perda ocasional da conexao na internet durante o dia causando dificuldade para trabalhar remotamente,Rede
7244,problemas de conexao funcionario relatum dificuldade na conectividade a rede interna ma ainda nao experimentou problemas criticos no trabalho,Acesso
7245,aperte o menu do window tentei abrir energia ma nada acontece alguma sugestao,Hardware
7246,dispositivo movel sem bateria meu telefone acabou de esgotar o carregamento o adaptador esta funcionando porem a carga permanece plana,Hardware
7247,problemas de conexao wifi descricao nao fornecida,Acesso
7248,problema de logon o usuario relatum ter tido dificuldades multiplas no sistema na tentativa de acessar o seu perfil a etapas iniciais incluem verificacao com senha ma falhou,Acesso
7249,acesso restrito usuario precisa de ajuda urgente ma nao consegue verificar seu status na nossa interface,Acesso
7250,luz led do monitor fica piscando o meu computador possui uma luz vermelha no canto superior direito indicativa de energia no entanto o display permanece escuro e nao inicia,Hardware
7251,lentidao na rede sem interrupcao descreveu problemas de desempenho online como atrasos no jogos e carregamento lento da paginas em um computador desktop,Rede
7252,lampada led queimou a lampada incandescente na minha cama parou de funcionar ademais tenho medo da temperatura excessiva,Hardware
7253,consulta lenta no banco a consulta que seleciona o dado da ultima semana esta mais lento do que o esperado e atrapalha a entrega de informacoes aos departamentos,Banco de Dados
7254,problemas de rede nao conseguimos se conectar a internet esta instavel e o sinai wi fi estao fracos,Infraestrutura
7255,problemas de conexao funcionario tentando conferir o status do trabalho via intranet ma apresenta erro na pagina inicial,Acesso
7256,lentas redes de internet a conexao a internet e frequentemente lenta causando interrupcoes frequentes durante o trabalho,Rede
7257,problemas de conexao wi fi o cliente relatum problemas intermitentes na rede domestica que ocorrem no final da tarde afetando a capacidade de trabalhar remotamente,Acesso
7258,acessorio usb nao reconhecido o computador esta funcionando corretamente ma o dispositivo usb adicionado recentemente nao e detectado tentativas de conecta lo em outro pc foram bem sucedidas,Hardware
7259,bateria usb nao carrega o meu telefone nao esta recarregando quando conectado a minha bateria de laptop ajustei a voltagem ma continuum ocorrendo esse problema,Hardware
